"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033273","response to vitamin","26/2619","92/21261",3.14093118411199e-05,0.000380968522096401,0.00027323416192203,"CYP26B1/TNC/F7/PTGS2/CYP26A1/TSPO/CD40/SFRP1/COL1A1/FOLR1/VDR/STC2/IL1A/SPP1/LRAT/RUNX2/RARA/POSTN/ASCL1/NFKBIZ/ALAD/STC1/ITGA2/AQP3/PRKCB/CXCL10",26
"GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","17/2619","48/21261",3.18632143510264e-05,0.000384967256428191,0.000276102091319144,"ADRB1/EDN1/PCSK5/CTSZ/PDE4D/TACR1/ECE1/EDN2/ENPEP/TPM1/CORIN/F2RL1/OR51E2/ADRB2/F2R/AVPR1B/SUCNR1",17
"GO:0045214","sarcomere organization","17/2619","48/21261",3.18632143510264e-05,0.000384967256428191,0.000276102091319144,"MYOM2/ACTN2/EDN1/CAPN3/PROX1/FLNC/TPM1/MYLK3/ANKRD1/ITGB1/CSRP1/KRT8/MYOZ2/CSRP2/MYOZ1/PLEC/PRKD1",17
"GO:0060841","venous blood vessel development","9/2619","16/21261",3.2620213593385e-05,0.000392582687090874,0.000281563948911323,"SEMA3C/FOXF1/ENG/ACVR2B/PROX1/APLNR/NOTCH1/HEG1/CCBE1",9
"GO:0072148","epithelial cell fate commitment","9/2619","16/21261",3.2620213593385e-05,0.000392582687090874,0.000281563948911323,"NRP1/PROX1/NKX2-2/RARA/NOTCH1/PDPN/NEUROD1/RBPJ/SOSTDC1",9
"GO:0001838","embryonic epithelial tube formation","35/2619","141/21261",3.29694075339259e-05,0.000395655033814598,0.000283767464513009,"CELSR1/PAX2/LRP2/TGFB2/SALL4/SFRP1/TGFB1/COBL/GATA3/FOLR1/BMP5/PTK7/TWIST1/SDC4/BMP4/SOX9/VASP/SIX1/RARA/OSR1/GDF7/SLC39A12/ADM/GRHL3/WNT9B/CTHRC1/RET/GREM1/SPINT2/GDNF/IRX2/RARG/IRX3/NOG/HES5",35
"GO:0061037","negative regulation of cartilage development","14/2619","35/21261",3.30031707780167e-05,0.000395655033814598,0.000283767464513009,"RARB/NKX3-2/EFEMP1/BMP4/SOX9/RARA/WNT9A/ADAMTS12/FRZB/GREM1/LTBP3/RARG/RFLNB/NOG",14
"GO:0048644","muscle organ morphogenesis","24/2619","82/21261",3.3389147129922e-05,0.000399509524925206,0.000286531941332373,"FOXC1/COL11A1/MYLK/FGFR2/TGFBR3/LRP2/TGFB2/DSP/TGFB1/ENG/PROX1/BMP2/LIF/GSC/TPM1/NOTCH1/ANKRD1/POU4F1/ACTC1/RBPJ/SHOX2/HEG1/FOXC2/NOG",24
"GO:0061387","regulation of extent of cell growth","31/2619","119/21261",3.36320292266278e-05,0.000401557412487162,0.000288000705309571,"SEMA3G/SEMA3B/FSTL4/NTN1/TRPC5/SEMA3C/SEMA5B/SEMA6A/NRP1/CXCL12/WNT3/RND2/SEMA5A/RTN4/TNR/SPP1/APOE/OLFM1/EPHA7/SEMA7A/BARHL2/POU4F2/SEMA3D/WNT3A/NKX6-1/SEMA3E/LPAR3/DSCAM/BDNF/SEMA4B/SLIT1",31
"GO:0071692","protein localization to extracellular region","80/2619","417/21261",3.36898764913398e-05,0.000401557412487162,0.000288000705309571,"CFTR/CD38/ABCC8/TMEM132A/RHBDF1/BAIAP3/NADK/TFAP2B/SYT7/NR1H4/LTBP1/PTPRN/CBLN4/LLGL2/SRI/SLC8B1/TGFB2/PCSK5/CBLN1/SFRP1/KCNN4/TGFB1/EXPH5/GNPTAB/OPRM1/GPLD1/ACVR2B/IL1A/STEAP3/WLS/LTBP2/TGFB3/ACVR1C/KCNA5/APOE/ANO1/PPARG/RSAD2/ANXA1/RAB11FIP5/IL6/DNAJC1/TLR4/RBP4/MTTP/FBN2/ADCYAP1/RCN3/RAB13/EPHA5/VIP/CER1/ANKRD1/DRD2/DRD3/BMP6/ADCY8/ABCG1/NEUROD1/NKX6-1/F2RL1/CARTPT/SLC30A8/GPER1/FBN1/PRKCB/OR51E2/ADAM9/IL12A/SNCG/NRROS/PCSK1/CAVIN1/F2R/IRS2/PCLO/KCNJ11/HLA-DRB1/SUCNR1/TUNAR",80
"GO:0061437","renal system vasculature development","13/2619","31/21261",3.47342057996797e-05,0.000412418788403093,0.000295790584980938,"NOTCH3/ANGPT2/NRP1/PDGFB/ACTA2/BMP4/OSR1/NOTCH1/ANGPT1/IL6R/SERPINB7/CD34/FOXC2",13
"GO:0061440","kidney vasculature development","13/2619","31/21261",3.47342057996797e-05,0.000412418788403093,0.000295790584980938,"NOTCH3/ANGPT2/NRP1/PDGFB/ACTA2/BMP4/OSR1/NOTCH1/ANGPT1/IL6R/SERPINB7/CD34/FOXC2",13
"GO:0010595","positive regulation of endothelial cell migration","34/2619","136/21261",3.62745988843348e-05,0.000429885208193322,0.00030831766345687,"ADGRA2/HDAC7/PTGS2/EDN1/NRP1/PDGFB/CD40/ANGPT4/TGFB1/PIK3CG/HSPB1/GATA3/GPLD1/SMOC2/SEMA5A/SPARC/FOXP1/PROX1/RRAS/RHOJ/KDR/ETS1/ANXA1/FGFBP1/RHOB/ANGPT1/PRKCA/WNT7A/FGF18/ZC3H12A/FUT1/FOXC2/CCBE1/PRKD1",34
"GO:0009791","post-embryonic development","27/2619","98/21261",3.66476312223307e-05,0.00043347713419085,0.000310893826138816,"PRDM1/FGFR2/SEMA3C/PPP1R13L/GATA3/CDH23/GABRG2/ACVR2B/EFEMP1/BMP4/KDR/EMX1/SLC4A10/CSRNP1/BCL2L11/NR4A2/MYO1E/SCUBE1/FZD5/NPPC/TIPARP/SLC18A2/FBN1/DSCAM/HEG1/SELENOP/LHX1",27
"GO:0072175","epithelial tube formation","37/2619","153/21261",3.67861032999206e-05,0.000434286225243634,0.000311474113755518,"FGFR2/CELSR1/PAX2/LRP2/TGFB2/SALL4/SFRP1/TGFB1/COBL/GATA3/FOLR1/BMP5/PTK7/PROX1/TWIST1/SDC4/BMP4/SOX9/VASP/SIX1/RARA/OSR1/GDF7/SLC39A12/ADM/GRHL3/WNT9B/CTHRC1/RET/GREM1/SPINT2/GDNF/IRX2/RARG/IRX3/NOG/HES5",37
"GO:0035136","forelimb morphogenesis","16/2619","44/21261",3.7256900087258e-05,0.000439008111674573,0.000314860694553713,"TFAP2B/TP63/WNT3/MSX2/RDH10/TWIST1/RUNX2/TBX3/TFAP2A/OSR1/RSPO2/CACNA1C/WNT7A/EN1/SHH/SHOX2",16
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","55/2619","260/21261",3.7595621222332e-05,0.00044215874826568,0.000317120360375328,"CRLF1/MVP/CD74/HGF/CD44/ERBB3/TNFRSF1A/PTPRC/NOX4/CASS4/IL11/NRP1/PDGFB/CD40/ANGPT4/SFRP1/TGFB1/CAV1/VTN/BST1/HPX/NEDD9/DUSP22/FLT3/LIF/IL6ST/EPHA7/IL6/ENPP2/PARP9/FGF7/PDGFC/TSLP/CTF1/IL18/BMP6/ANGPT1/LRRK1/SAMSN1/KIT/IL6R/ITGA5/IL31RA/GREM1/IL12A/EFNA1/CLCF1/DOK7/TMEM102/EPGN/SOCS3/NTF3/RELN/PDGFA/HES5",55
"GO:0021978","telencephalon regionalization","8/2619","13/21261",3.79857685441798e-05,0.000445058210655627,0.000319199881727333,"BMP4/BMP2/EMX1/SIX3/EOMES/SHH/EMX2/ADGRG1",8
"GO:1902337","regulation of apoptotic process involved in morphogenesis","8/2619","13/21261",3.79857685441798e-05,0.000445058210655627,0.000319199881727333,"TNFRSF1B/FOXC1/TNFRSF1A/PAX2/TGFB2/VDR/NOTCH1/FOXC2",8
"GO:0007009","plasma membrane organization","44/2619","194/21261",3.89170739109825e-05,0.000455109479434471,0.0003264087450369,"BAIAP2L1/CD9/SYT7/EHD2/ABCA7/TIE1/TRPC5/PTPRC/TGFB2/MYH9/ABCD1/FA2H/PRX/CAV2/CAV1/FOLR1/PLSCR4/CLU/PACSIN1/CRISP1/AHNAK/A4GALT/COL5A1/SYPL2/ANO4/COLEC12/DMKN/CASP7/PACSIN3/CAVIN2/AR/ABCD2/SNX33/ANO6/PLEC/ANXA2/TLCD2/PLSCR1/ANXA6/S100A10/ATP10A/XKR4/XKR9/PLSCR5",44
"GO:0031345","negative regulation of cell projection organization","45/2619","200/21261",3.93507227198661e-05,0.000459314085532448,0.000329424327576558,"CD38/ITGA3/SEMA3G/SEMA3B/VIM/FSTL4/NTN1/TRPC5/SEMA3C/SEMA5B/SEMA6A/NRP1/WNT3/PMP22/TRPV4/TBC1D30/SEMA5A/RTN4/TNR/SPP1/BCL11A/APOE/GFAP/EPHB2/EPHA7/ITM2C/SEMA7A/CERS2/SLIT2/SPOCK1/SEMA3D/WNT3A/B2M/EFNA1/MINAR1/SEMA3E/NR2F1/LIMK2/SEMA4B/RTN4RL1/RTN4RL2/SLIT1/FLNA/PLXNB3/PRAG1",45
"GO:0002065","columnar/cuboidal epithelial cell differentiation","34/2619","137/21261",4.26127890950555e-05,0.000496455012802922,0.000356062145525167,"PRDM1/FGFR2/TP63/RARB/PGR/KLF5/TGFB1/CAV1/SERPINE1/NKX3-2/BMP5/PROX1/BMP4/SOX9/NKX2-2/BMP2/FOXA1/RARA/IL6ST/EMX1/ASCL1/GATA6/NOTCH1/VAX1/BMP6/NEUROD1/FZD5/NKX6-1/IL31RA/OTP/CEBPB/RARG/FAM20C/SLC9A4",34
"GO:0030858","positive regulation of epithelial cell differentiation","22/2619","73/21261",4.27747056577934e-05,0.000497406427142596,0.000356744508724917,"PROM1/FOXC1/PAX2/TP73/SERPINE1/SFRP4/VDR/BMP4/SOX9/NKX2-2/BMP2/LIF/FOXJ1/PLAAT4/CDKN2B/NOTCH1/BMP6/NKX6-1/GDNF/WNT10B/ETV4/LHX1",22
"GO:0030517","negative regulation of axon extension","17/2619","49/21261",4.32253328417675e-05,0.000500767500847243,0.000359155101998592,"SEMA3G/SEMA3B/NTN1/SEMA3C/SEMA5B/SEMA6A/NRP1/WNT3/SEMA5A/RTN4/TNR/SEMA7A/SEMA3D/WNT3A/SEMA3E/SEMA4B/SLIT1",17
"GO:0120163","negative regulation of cold-induced thermogenesis","17/2619","49/21261",4.32253328417675e-05,0.000500767500847243,0.000359155101998592,"TFE3/ZNF423/LAMA4/ACVR2B/IL18R1/PLCL1/TLR4/TLE3/NOTCH1/ADAMTS5/PLCL2/ACOT11/ALDH1A1/RBPJ/WNT10B/FOXC2/LGR4",17
"GO:0098739","import across plasma membrane","50/2619","231/21261",4.46439284106258e-05,0.000516237067703468,0.000370250019006428,"SLC7A2/CALCR/ABCC8/SLC38A5/KCNQ1/ATP2B4/SLC9A7/SLC12A1/ATP12A/SLC46A1/CACNA1S/LRP2/SLC15A1/SLC7A8/SLC8A3/NTSR1/SLC7A5/SLC1A5/SLC15A3/TRPV4/KCNJ2/GFAP/SLC9A5/SLC38A4/SLC24A4/CACNA1A/TRPM2/SLC39A12/ITGB1/CACNA1C/GRM1/KCNJ16/CACNA2D1/SLC24A2/STEAP2/KCNJ15/KCNJ3/SLC6A20/KCNK5/SLC6A5/SCN11A/KCNK9/SLC9A4/SLC9A9/SCN5A/IRS2/KCNJ11/SLC6A9/SCN8A/SLC12A8",50
"GO:2000241","regulation of reproductive process","48/2619","219/21261",4.50545578638285e-05,0.000518625549285381,0.000371963060177674,"CLXN/YBX3/OVGP1/B4GALT1/MYH9/TIMP1/FGF9/SFRP1/PLAT/AMH/SYDE1/CFAP69/PTGDS/IL1A/TACR1/ZP4/MSX2/INHBA/ACVR1C/SNAI1/CRISP1/BMP4/SOX9/LIF/SERPINF1/LHFPL2/ANKRD31/VIP/GNRH1/NOTCH1/KIT/NPM2/NPR2/NPPC/PLB1/SHH/NKX3-1/DDB1/RBPJ/AR/BNC1/TACR3/NUPR1/MAPK15/UNC5C/HYAL3/FANCA/ZP3",48
"GO:0003184","pulmonary valve morphogenesis","10/2619","20/21261",4.51015119497935e-05,0.000518625549285381,0.000371963060177674,"TGFB2/BMP4/NFATC1/STRA6/SLIT2/NOTCH1/ADAMTS5/HEYL/ROBO2/GJA5",10
"GO:0042474","middle ear morphogenesis","10/2619","20/21261",4.51015119497935e-05,0.000518625549285381,0.000371963060177674,"EDN1/EYA1/NKX3-2/PRRX1/SIX1/GSC/OSR1/SIX2/TSHZ1/NOG",10
"GO:0097305","response to alcohol","60/2619","293/21261",4.67096196839916e-05,0.000536122634817371,0.000384512132408376,"CFTR/TNC/CTNNA1/F7/CASP8/FGFR2/MAOB/TGFBR3/ADCYAP1R1/PTPRC/OPRK1/TSPO/MLC1/GLRA2/SFRP1/TGFB1/AHR/OPRM1/GPLD1/TACR1/TNFSF4/KLF9/INHBA/CCR7/AANAT/RARA/HMGCS2/HTR1B/TNFRSF11A/SLIT2/CRHBP/GNRH1/ALAD/DRD2/ADCY8/NPPC/CLDN1/IGFBP7/TGFBR2/HPGD/ADCY1/TP53INP1/KCNC2/PRKCB/SCN11A/FOS/P2RY6/CHRNA7/FOSL1/A2M/GRIN1/TH/SLC2A4/RGS7/CLDN5/PRKD1/SLIT3/BLM/GRIN3A/NEFL",60
"GO:0003014","renal system process","33/2619","132/21261",4.68939369150667e-05,0.000537243292050986,0.000385315878183338,"ITGA3/KCNQ1/EDN1/CHRNA3/PCSK5/PDGFB/GNAI2/TACR1/CHRNB4/ABCG2/BMP4/WNK4/CORIN/ADM/DRD2/MYO1E/STC1/ADORA1/F2RL1/AQP3/MYO5B/OR51E2/SCN11A/HAS2/AQP4/CD34/BTC/F2R/SLC4A5/SULF2/SLC22A6/SUCNR1/GJA5",33
"GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","31/2619","121/21261",4.75851085918155e-05,0.000544155909690171,0.000390273671748372,"TGFBR3/ITGA8/FGF9/ZNF423/AMH/TGFB1/ENG/BMP5/ACVR2B/TGFB3/MSX2/INHBA/BMP4/BMP2/KDR/TWSG1/PPARG/TGFB1I1/GATA6/CCN1/GDF7/CDKN2B/CRB2/NOTCH1/BMP6/GDF6/TGFBR2/RBPJ/NPNT/HES5/FOXD1",31
"GO:0071241","cellular response to inorganic substance","52/2619","244/21261",4.91400524045791e-05,0.000560902476618014,0.000402284465066468,"SYT7/PTGS2/EDN1/MEF2C/ITPKC/CAPN3/TSPO/CPNE6/GLRA2/EEF2K/RASA4/PHOX2B/SYT10/KCNA1/GPLD1/HPCA/MT2A/SERPINF1/ALOX5AP/SYT6/TFAP2A/IQGAP1/TRPM2/SYT2/CRHBP/CER1/ALAD/BMP6/ADCY8/ALOX15/CLDN1/ADGRV1/SHH/ADCY1/KCNC2/B2M/CLIC4/FABP4/FOS/SYT9/JUNB/NPTX1/NEUROD2/JUN/CPNE7/TH/SCN5A/KCNQ3/RYR1/BLM/CPNE1/ZNF658",52
"GO:0006820","monoatomic anion transport","43/2619","190/21261",4.99719762859405e-05,0.000569349832757829,0.000408342987336546,"CFTR/GABRA1/KCNQ1/SLC12A1/ABCB1/SLC17A6/TSPO/APOL1/GLRA2/CA2/SLC17A7/ABCC3/GABRA4/GABRG2/WNK4/BEST3/ANO1/SLC26A10P/TTYH3/CLCA2/PRKG2/SLC4A10/SLC26A1/GLRA3/GABRA6/SLC26A7/ANO4/GABRA2/SLC25A27/SLC26A2/STC1/CLIC6/GABRG1/CLIC4/P2RY6/ANO6/GPR89B/SLC4A5/SLC22A6/TCAF1/CLIC1/SLC12A8/SLC5A8",43
"GO:1990138","neuron projection extension","44/2619","196/21261",5.04761092185874e-05,0.000574038394379458,0.000411705667272032,"SEMA3G/SEMA3B/VCL/NTN1/TRPC5/SEMA3C/EDN1/SEMA5B/SEMA6A/NRP1/CPNE6/SH3GL2/CXCL12/WNT3/SEMA5A/ITGA4/RTN4/TNR/BCL11A/NRN1/EDN2/APOE/OLFM1/POSTN/EMX1/SEMA7A/IQGAP1/BARHL2/SYT2/SLIT2/SLC39A12/ITGB1/POU4F2/SEMA3D/WNT3A/NKX6-1/SEMA3E/DSCAM/LAMB2/SLIT3/SEMA4B/SLIT1/OSTN/CPNE1",44
"GO:0042092","type 2 immune response","16/2619","45/21261",5.12392666573962e-05,0.000578471720842517,0.000414885290181544,"CD74/TRAF3IP2/BCL3/GATA3/BCL6/CD86/TNFSF4/MYB/IDO1/RARA/RSAD2/ANXA1/IL6/IL33/IL18/NLRP3",16
"GO:0043268","positive regulation of potassium ion transport","16/2619","45/21261",5.12392666573962e-05,0.000578471720842517,0.000414885290181544,"ABCC8/FHL1/KCNQ1/ACTN2/OPRK1/KCNN4/KCNJ2/LRRC52/ADORA1/KCNC2/NPPA/ANO6/KCNE1/RGS7/DRD1/FLNA",16
"GO:0045687","positive regulation of glial cell differentiation","16/2619","45/21261",5.12392666573962e-05,0.000578471720842517,0.000414885290181544,"TNFRSF1B/TP73/TGFB1/ASPA/MDK/NKX2-2/BMP2/LIF/IL6ST/IL33/NOTCH1/TENM4/NKX6-1/SHH/CLCF1/ZNF488",16
"GO:0060428","lung epithelium development","16/2619","45/21261",5.12392666573962e-05,0.000578471720842517,0.000414885290181544,"FGFR2/FOSL2/TP73/BMP4/SOX9/FOXA1/FOXJ1/NKX2-1/STRA6/ASCL1/FGF7/GATA6/RCN3/THRB/SHH/RBPJ",16
"GO:0051899","membrane depolarization","24/2619","84/21261",5.14322675832179e-05,0.000579594899055972,0.000415690844026659,"DCN/FHL1/CNGB1/EDN1/TSPO/NTSR1/CHRNA4/ABCD1/CAV1/PHOX2B/KCNJ2/KDR/CHRNA6/CACNA1C/CACNA2D1/SLMAP/SCN11A/CHRNA9/BOK/SCN4B/SCN5A/KCNQ3/FZD9/GJA5",24
"GO:0060571","morphogenesis of an epithelial fold","11/2619","24/21261",5.19241141296613e-05,0.00058196321767747,0.000417389424135452,"FGFR2/TP63/BMP5/RDH10/BMP4/WNT2B/GDF7/SHH/AR/SOSTDC1/NOG",11
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis","11/2619","24/21261",5.19241141296613e-05,0.00058196321767747,0.000417389424135452,"PAX2/BMP4/SOX9/SIX1/WNT2B/GREM1/GDNF/SIX2/NOG/LGR4/LHX1",11
"GO:0098664","G protein-coupled serotonin receptor signaling pathway","11/2619","24/21261",5.19241141296613e-05,0.00058196321767747,0.000417389424135452,"HTR1B/HTR2C/HTR5A/HTR4/CHRM1/HTR1E/HTR1F/HTR1D/CHRM2/CHRM5/HRH1",11
"GO:0071300","cellular response to retinoic acid","23/2619","79/21261",5.29559338348804e-05,0.000591388969204664,0.000424149660663252,"CYP26B1/TNC/FGFR2/WNT8B/PAX2/WNT3/COL1A1/FZD10/PTK7/MYB/SOX9/RARA/SERPINF1/WNT9A/OSR1/WNT3A/FZD7/WNT9B/BRINP3/RET/WNT10B/RARG/RORB",23
"GO:0086003","cardiac muscle cell contraction","23/2619","79/21261",5.29559338348804e-05,0.000591388969204664,0.000424149660663252,"DSG2/KCNQ1/SRI/KCNN2/DSP/CAV1/PDE4D/KCNJ2/KCNA5/CACNA1C/CACNA2D1/STC1/KCNJ3/ADORA1/SGCD/SCN4B/KCNE1/GJC1/CTNNA3/SCN5A/FLNA/PLN/GJA5",23
"GO:0034698","response to gonadotropin","12/2619","28/21261",5.37244657197253e-05,0.000597817304364197,0.000428760122336578,"ITGA3/TGFBR3/EPHA8/EDN1/INHBA/MAS1/GATA6/SRD5A1/NOTCH1/NPR2/GJB2/FSHR",12
"GO:0060561","apoptotic process involved in morphogenesis","12/2619","28/21261",5.37244657197253e-05,0.000597817304364197,0.000428760122336578,"TNFRSF1B/FOXC1/TNFRSF1A/PAX2/TGFB2/CRYAB/VDR/CCN1/NOTCH1/BCL2L11/FZD5/FOXC2",12
"GO:0071260","cellular response to mechanical stimulus","22/2619","74/21261",5.38570281267591e-05,0.00059821838768755,0.000429047783020758,"MAP3K14/FAS/CASP8/CNN2/TNFRSF1A/PTGS2/CD40/PIEZO1/ENG/COL1A1/KCNJ2/IRF1/SOX9/TLR4/IL33/ANKRD1/BAG3/BMP6/PIEZO2/F11R/ITGA2/PLEC",22
"GO:1905517","macrophage migration","21/2619","69/21261",5.39684696574278e-05,0.000598383854985219,0.000429166457703263,"CD9/CNN2/B4GALT1/MMP2/DDT/RARRES2/CCL2/MDK/TRPV4/EDN2/LGALS3/SFTPD/EMILIN1/MMP14/TAFA4/CX3CR1/ROR2/C3AR1/AZU1/CMKLR1/C5AR1",21
"GO:0030595","leukocyte chemotaxis","58/2619","282/21261",5.44845310582455e-05,0.000603027006248225,0.00043249656890784,"CD74/F7/EDN1/CXCL2/MMP2/SLC8B1/TGFB2/HSD3B7/DDT/PDGFB/RIN3/PIK3CG/SERPINE1/RARRES2/CXCL12/CCL2/BST1/MDK/CALCA/TRPV4/NEDD9/PGF/NCKAP1L/PREX1/CXCL6/GPR18/CCR7/EDN2/LGALS3/SFTPD/VAV3/ANXA1/IL6/TNFRSF11A/TRPM2/ITGA9/SLIT2/PLA2G7/KIT/IL6R/TAFA4/IL17RC/CXCL3/CXCL5/F2RL1/GREM1/CX3CR1/IL12A/CXCL10/CXCL11/C3AR1/AZU1/CMKLR1/ANO6/IL17RA/PLEC/TMEM102/C5AR1",58
"GO:0032535","regulation of cellular component size","76/2619","397/21261",5.62863672922626e-05,0.000621859009763714,0.000446003056713059,"BAIAP2L1/SCIN/TENM1/SEMA3G/SEMA3B/CAPG/XK/ELN/LIMA1/FSTL4/NTN1/TRPC5/SLC12A1/SEMA3C/ACTN2/EDN1/SEMA5B/SEMA6A/EZR/NRP1/RIN3/KCNN4/CXCL12/WNT3/RND2/TRPV4/GNB3/SEMA5A/RTN4/TNR/SPP1/PLS1/NCKAP1L/PREX1/VASP/CCR7/CDC42EP1/APOE/OLFM1/VAV3/EPHA7/VILL/TMOD1/TMOD3/SEMA7A/BARHL2/SLIT2/DAAM2/MSN/POU4F2/SEMA3D/WNT3A/WNT7A/DEPTOR/TMSB15A/ALOX15/LMOD1/NKX6-1/F2RL1/RET/IL7R/SEMA3E/LPAR3/DSCAM/AQP4/RARG/BDNF/ANO6/MYADM/CNTN2/PRKD1/SEMA4B/SLIT1/SVIL/SLC12A8/NEFL",76
"GO:0021543","pallium development","48/2619","221/21261",5.73173533317613e-05,0.00063121331577229,0.000452712051851426,"ATP2B4/KIF26A/LHX5/LAMB1/MDK/KCNA1/NR2E1/RTN4/DLX2/PROX1/FOXP2/MAS1/RARA/BCAN/EMX1/NKX2-1/TBR1/ASCL1/DLX1/SLIT2/EPHA5/SRD5A1/TACC1/KIRREL3/ZIC1/WNT3A/GRIA1/HTR5A/BTG2/LMX1A/NEUROD1/CCDC141/EOMES/NEUROD6/EMX2/CNTNAP2/KCNA2/TH/DRD1/RELN/PAX5/FAT4/FLNA/POU3F3/ADGRG1/NOTCH2NLA/NEFL/NOTCH2NLB",48
"GO:0050918","positive chemotaxis","26/2619","95/21261",5.7336737137754e-05,0.00063121331577229,0.000452712051851426,"HGF/F7/ANGPT2/NRP1/PDGFB/CXCL12/SEMA5A/F3/PGF/BMP4/KDR/LGALS3/GPNMB/FGF7/CDH13/ANGPT1/HMGB2/ITGA2/F2RL1/GDNF/CXCL10/AZU1/COLEC10/NTF3/S100A4/PLXNB3",26
"GO:0021510","spinal cord development","28/2619","106/21261",6.05786843625755e-05,0.000665721073899367,0.000477461336437395,"DMRT3/LHX5/SOX6/PROX1/WNT1/NKX2-2/LBX1/ASCL1/FOXN4/GDF7/SRD5A1/DAAM2/NOTCH1/ZIC1/WNT3A/GRIA1/PLXDC1/TAL1/SHH/UNCX/PBX3/GDNF/NOG/SLIT1/RELN/VIT/LHX1/NEFL",28
"GO:0030111","regulation of Wnt signaling pathway","69/2619","353/21261",6.2395870478547e-05,0.000684477177391212,0.000490913388040809,"ITGA3/TMEM132A/WWTR1/ADGRA2/CDH3/TLE2/FGFR2/RSPO4/FGF9/SFRP1/DKKL1/TGFB1/PLEKHA4/DLX5/CAV1/SFRP4/WNT3/COL1A1/FOLR1/MDK/SNX3/MDFI/PTK7/TBX18/SEMA5A/WLS/SFRP5/SOX9/BMP2/APOE/LGR6/GSC/ANKRD6/TLE3/NKD1/ATP6V1C2/RBMS3/DCDC2/DAAM2/RSPO2/NOTCH1/LRRK1/WNT3A/APCDD1/FZD7/FRZB/KLF15/SHH/CTHRC1/GREM1/RBPJ/RSPO1/WNT10B/SOSTDC1/HIC1/SHISA3/SHISA2/NOG/TRABD2A/LYPD6/FZD9/SHISA6/SULF2/NRARP/APCDD1L/ALPK2/LGR4/TAX1BP3/TRABD2B",69
"GO:0051149","positive regulation of muscle cell differentiation","24/2619","85/21261",6.33859758630078e-05,0.000693694816537813,0.000497524364436607,"CYP26B1/EDN1/MEF2C/LAMB1/PIEZO1/TGFB1/ENG/RBM24/NID1/PROX1/BMP4/LAMC1/NIBAN2/MYLK3/WNT3A/MMP14/KIT/SHH/GPER1/SHOX2/HOPX/LAMB2/PRKD1/LAMA2",24
"GO:0002685","regulation of leukocyte migration","56/2619","271/21261",6.34599807965376e-05,0.000693694816537813,0.000497524364436607,"CD99/ITGA2B/SELE/CD9/CD74/F7/CNN2/STK10/EDN1/SLC8B1/ICAM1/DDT/RIN3/SERPINE1/RARRES2/CXCL12/CCL2/BST1/MDK/TRPV4/NEDD9/BMP5/IL1A/ITGA4/TACR1/IL1R1/PGF/NCKAP1L/GPR18/CCR7/EDN2/LGALS3/ANXA1/IL6/IL33/EMILIN1/SLIT2/PLA2G7/MSN/JAM2/MMP14/IL6R/ADORA1/ITGA2/F2RL1/GREM1/CX3CR1/IL12A/CXCL10/C3AR1/CMKLR1/ANO6/TMEM102/ZP3/APOD/C5AR1",56
"GO:0060415","muscle tissue morphogenesis","22/2619","75/21261",6.74338011102426e-05,0.000735835738171274,0.000527748224774934,"FOXC1/COL11A1/MYLK/FGFR2/TGFBR3/LRP2/TGFB2/DSP/TGFB1/ENG/PROX1/BMP2/TPM1/NOTCH1/ANKRD1/POU4F1/ACTC1/RBPJ/SHOX2/HEG1/FOXC2/NOG",22
"GO:0010232","vascular transport","26/2619","96/21261",6.95237980546203e-05,0.00075591245250186,0.000542147430735781,"SLC7A2/SLC38A5/ATP2B4/TFRC/LRP2/ABCB1/SLC7A8/SLC7A5/SLC1A5/ABCC3/SLC16A7/ABCG2/ATP8A1/APOE/SLCO1C1/SLC22A3/SLC22A8/SLC16A12/SLC13A3/SLC6A20/FABP5/SLC2A4/SLC24A3/SLC6A9/SLC6A17/AVPR1B",26
"GO:0150104","transport across blood-brain barrier","26/2619","96/21261",6.95237980546203e-05,0.00075591245250186,0.000542147430735781,"SLC7A2/SLC38A5/ATP2B4/TFRC/LRP2/ABCB1/SLC7A8/SLC7A5/SLC1A5/ABCC3/SLC16A7/ABCG2/ATP8A1/APOE/SLCO1C1/SLC22A3/SLC22A8/SLC16A12/SLC13A3/SLC6A20/FABP5/SLC2A4/SLC24A3/SLC6A9/SLC6A17/AVPR1B",26
"GO:0045124","regulation of bone resorption","16/2619","46/21261",6.96395628232594e-05,0.00075591245250186,0.000542147430735781,"CD38/PDK4/IL20RA/TFRC/CALCA/SPP1/IAPP/IL6/TNFRSF11A/PRKCA/PPARGC1B/CARTPT/TNFRSF11B/LTBP3/INPP5D/TMEM119",16
